sinkhole_data
ID,Sinkhole,Land use,Substrate,DTS,DTM,HD,Depth to Bedrock,DTF,DWTSA,DTD
1010,1,4,5,930.484,28053,-22,-242,17160,4,1677.05
1011,1,4,5,1862.18,27289.4,-22,-238,16554.2,4,2429.81
1012,1,2,5,1832.21,29796.8,-14,-251,16002,3,573.149
1013,1,2,5,3713.83,29458.7,1,-251,14124,5,1548.42
1014,1,2,5,3637.93,29849.2,2,-253,14154.2,4,1556.82
1015,1,2,5,3709.46,31627.5,-5,-261,14292,1,42.4264
1016,1,2,5,5326.92,31451.9,6,-263,12561.4,1,975.807
1017,1,2,5,5083.83,30721,8,-260,12708,1,825.409
1018,1,2,5,7307.51,32179.5,15,-271,10674,0,1292.44
1019,1,2,5,6013.48,33017.4,4,-273,12360,4,323.11
1020,1,2,5,5816.36,32455.6,5,-270,12336.1,2,30
1021,1,2,5,9160.62,34307.3,62,-288,9372.16,4,1171.54
1022,1,2,5,10014.1,34367.1,54,-290,8436.14,1,848.528
1023,1,2,5,8216.39,33975.5,38,-283,10320.2,8,1800.25
1024,1,2,5,10798.2,35263.7,31,-297,7914.15,4,1320
1025,1,2,5,9531.6,37475.1,5,-313,6750,1,1209.34
1026,1,2,5,9749.08,36599.1,6,-311,6596.79,1,680.147
1027,1,2,5,8793.74,38070.9,2,-319,6180.29,1,450
1028,1,2,5,7276.16,39506.3,-3,-328,5088.43,2,666.108
1029,1,2,5,8509.11,38601.6,1,-321,6108,1,0
1030,1,2,5,5942.42,40482.9,-2,-333,3936.29,1,483.735
1031,1,2,5,4979.37,40369.3,-4,-337,2652.24,3,1586.6
1032,1,2,5,6525.53,39469.8,-2,-334,4122.35,0,1487.35
1033,1,3,5,2468.4,25169.4,-19,-224,19234,13,150
1034,1,3,5,2648.34,25186.7,-1,-224,19957.7,24,123.693
1035,1,2,5,2518.03,24357.1,-21,-220,16992,5,2121.74
1036,1,4,5,3079.5,25389.2,-24,-227,17592,4,1594.24
1037,1,4,5,1758.01,24069.7,-25,-217,17718,4,1542.89
1038,1,2,5,2471.68,26843,-20,-235,16071.3,2,2352.28
1039,1,2,5,3946.45,25303.3,-8,-226,15666,2,1209.34
1040,1,2,5,3403.91,26835.1,-3,-236,14819.5,2,1838.1
1041,1,2,5,4156.16,28392,6,-246,13590,2,1256.42
1042,1,2,5,4021.9,28308.4,5,-245,13728.1,2,1398.46
1043,1,2,5,3278.66,27528.9,-2,-240,14634,2,2448.26
1044,1,2,5,5754.06,30072.1,19,-257,12030.1,8,364.966
1045,1,2,5,5861.68,29891.9,22,-257,11928.1,8,426.38
1046,1,2,5,6549.97,29991.3,30,-259,11238.2,7,1116.06
1047,1,2,5,9086.63,31398.4,55,-270,8718.03,2,1888.09
1048,1,2,5,8723.86,29891.1,30,-260,9078.16,5,3124.18
1049,1,2,5,8193.9,31718.9,29,-270,9665.63,4,1804.99
1050,1,2,5,10666.5,32455.3,24,-281,6714.17,1,1482.19
1051,1,2,5,9535.33,31239.8,57,-270,8256.11,7,2099.14
1052,1,2,5,10762,33511.2,25,-288,7320.25,1,630.714
1053,1,2,5,10112.5,33336.8,16,-289,6402.1,1,729.932
1054,1,2,5,10053.6,34577.7,15,-298,6630.27,1,371.079
1055,1,2,5,9529.62,33556,12,-291,5814.2,1,1063.2
1056,1,2,5,8340.86,36506.4,0,-315,5028.29,2,474.342
1057,1,2,5,6510.07,35603.7,-3,-307,3054.85,1,1739.22
1058,1,2,5,7089.72,37531.1,-2,-326,3834.02,1,1116.06
1059,1,2,5,4396.1,39443.7,-6,-338,1464.79,3,1073.31
1060,1,2,5,4991.91,38637.8,-5,-335,1764.65,4,764.853
1061,1,2,5,4446.68,39830.1,-6,-342,1698.38,1,1315.9
1062,1,2,5,4329.36,21657.3,4,-205,14232,4,1055.13
1063,1,2,5,3854.15,20785.5,0,-197,14940,5,920.272
1064,1,2,5,5650.6,23000,5,-214,12954.2,3,417.852
1065,1,2,5,5813.81,21477.5,6,-205,12762.2,1,134.164
1066,1,2,5,5594.66,23178.4,4,-215,13038.2,3,597.746
1067,1,2,5,7816.14,24024.2,10,-220,10920.2,1,1824.83
1068,1,2,5,6921.16,23035.2,7,-215,11670.2,2,1053.85
1069,1,2,5,6830.78,23842,6,-219,11916,4,1443.12
1070,1,2,5,9451.19,26204,49,-232,8706.1,1,1381.3
1071,1,2,5,10530.4,26361.7,47,-232,7602.09,2,305.941
1072,1,2,5,10887,28155.9,42,-247,6924.02,7,1471.22
1073,1,2,5,10486.3,27379.8,44,-239,7421.59,7,804.984
1074,1,2,5,9041.11,30850.4,10,-265,4482.06,1,313.209
1075,1,2,5,10129.9,28785.3,15,-248,4836.24,1,891.964
1076,1,3,5,6206.59,32534.8,-2,-273,1752.37,3,1650.27
1077,1,2,5,7505.1,32193.6,3,-274,3204.81,1,1008.46
1078,1,2,5,6977.89,31996.6,0,-270,2460.18,0,1636.86
1079,1,3,5,5314.74,33737.5,-3,-281,1194.74,3,1368.54
1080,1,3,5,5126.4,33715,-3,-280,973.499,3,1517.89
1081,1,3,5,3288.11,35462.2,-5,-284,657.951,0,1965.63
1082,1,1,5,2079.54,12101.9,21,-19,43681.2,33,1672.75
1083,1,1,5,1842.01,8245.42,21,-36,43556.6,12,1950
1084,1,4,2,2316.03,7082.16,14,-43,42797.8,20,745.185
1085,1,2,2,2361.44,11089.7,18,-20,41483.2,12,1355.65
1086,1,2,2,2861.5,11434.8,16,-20,41225.9,6,873.613
1087,1,1,2,3018.69,12558.5,31,-17,42943.6,17,1462.63
1088,1,1,2,1033.15,10097.6,10,-21,42150.6,32,1621.11
1089,1,1,2,563.649,10123.2,3,-22,42876.8,18,2106.42
1090,1,1,2,915.86,9949.2,6,-22,42100,32,1506.59
1091,1,4,2,276.586,7774.69,-16,-33,40670.5,4,1111.62
1092,1,1,2,1653.27,6442.67,25,-41,40838.8,34,1331.54
1093,1,1,2,2052.75,6628.64,13,-43,41977,57,349.857
1094,1,3,2,2250,10739.8,-13,-27,38277.1,29,2522.86
1095,1,2,2,1765.67,10041.5,-11,-26,38991.3,7,2079.54
1096,1,1,2,1470,9544.72,-12,-25,40305.6,34,742.765
1097,1,4,2,30,8097.11,-23,-31,39472.2,5,1416.05
1098,1,4,2,990,7409.45,-15,-33,38404.5,9,2106.42
1099,1,2,2,1620,6648.5,1,-38,38985.8,13,1425.55
1100,1,4,2,123.693,16943.5,-10,16,20988.2,0,2758.04
1101,1,4,2,408.044,16265.3,-9,14,21624.1,0,2795.8
1102,1,4,2,234.307,16320.1,-11,19,19849.9,0,3528.54
1103,1,3,3,2442.38,14894.6,-12,18,18198.4,0,2147.04
1104,1,1,5,2471.32,16021,-3,21,19141.2,0,1444.99
1105,1,4,5,2010.22,16614.8,-9,22,19721.5,0,1083.74
1106,1,4,3,3180.71,12519.3,0,18,15407.1,0,1141.58
1107,1,2,3,4278.66,13430,6,19,15929.1,0,690
1108,1,2,3,4574.19,13986.1,3,18,16698.1,0,256.32
1109,1,1,3,4666.9,13109.8,7,19,15467.6,0,403.609
1110,1,1,3,4472.72,13310.8,6,19,15429.8,0,379.473
1111,1,3,5,4707.71,12014,8,18,14438.2,0,161.555
1112,1,3,5,5009.19,11119.4,9,16,13695.6,0,90
1113,1,3,2,4431.99,10513.3,7,19,12006.1,0,349.857
1114,1,2,5,3332.57,10939.8,4,25,11299.3,0,228.473
1115,1,4,5,4385.03,16322.3,6,21,23651,0,2334.8
1116,1,1,5,5401.08,16969,9,27,23644,0,2466.76
1117,1,5,5,5239.36,16966.3,8,25,23404.9,0,2322.43
1118,1,1,3,2321.08,16503.4,4,23,20022.5,0,870
1119,1,1,2,2263.56,17599.9,2,18,21370.8,0,1194.74
1120,1,4,2,2628.55,17703.6,3,20,21232.9,0,750
1121,1,4,3,1100.23,15029.8,-3,24,18591.3,0,1623.88
1122,1,4,3,276.586,14822.4,-11,23,18407.4,0,2439.06
1123,1,4,3,966.075,15409.7,-12,19,18902,0,3535.04
1124,1,4,3,1317.27,14885.4,-13,19,18358.8,0,3219.94
1125,1,4,3,0,13766.3,-14,25,17367.3,0,2610.17
1126,1,1,3,2077.81,13363.7,-10,19,16758.7,0,2113.67
1127,1,2,3,1771.02,11319.1,-6,25,14503.4,0,308.869
1128,1,2,3,1215.65,12085.2,-10,23,15563.3,0,1544.34
1129,1,2,3,2594.78,12919.7,-6,16,16176.1,0,1328.5
1130,1,3,3,1567.19,10629.7,-4,29,13396.7,0,429.535
1131,1,3,3,888.426,9321.51,-9,37,11790.6,0,1231.46
1132,1,3,3,1261.43,10315.9,-6,30,13158.9,0,553.173
1133,1,3,3,360,8148.63,-12,44,10408.6,0,912.414
1134,1,4,3,1259.29,8873.36,-4,39,10326.7,0,589.406
1135,1,4,3,335.41,7980.06,-10,45,9667.68,0,134.164
1136,1,2,2,1183.77,8725,-4,41,7679.82,0,1337.95
1137,1,5,3,90,7696.04,-8,46,8952.37,0,757.166
1138,1,4,3,90,7684.92,-8,46,8773.6,0,593.97
1139,1,4,5,7663.22,18484.1,10,37,23752.1,0,831.925
1140,1,1,5,6307.14,17363.2,9,32,24063.1,0,1659.52
1141,1,4,5,8451.11,18482.5,9,38,24799.2,0,692.604
1142,1,1,5,5594.9,18777.7,10,31,21891.1,0,1321.36
1143,1,2,5,6611.51,18768.2,9,34,21481.2,0,660.681
1144,1,2,5,6194.84,18477.8,8,34,21287.9,0,812.219
1145,1,2,5,3652.62,15791.1,8,29,18975.5,0,930.484
1146,1,4,5,3977.8,17314.9,10,27,20632.2,0,602.993
1147,1,2,5,3271.24,15594.1,8,29,18892.7,0,724.983
1148,1,3,3,1050,14526,-1,26,18078.4,0,1854.43
1149,1,3,5,1320.34,13242,0,27,16749.1,0,2229.91
1150,1,3,3,1612.2,14865.4,3,27,18365.9,0,1320.34
1151,1,2,3,1047.85,10866.5,-8,33,14461.9,0,192.094
1152,1,4,3,228.473,11857.6,-18,28,15393.8,0,1170
1153,1,2,3,394.588,12217.1,-14,26,15776.1,0,1441.56
1154,1,3,3,958.593,8844.71,-11,43,12443.4,0,2276.84
1155,1,2,3,632.851,10418.3,-12,31,13801.2,0,1459.86
1156,1,4,3,256.32,11085.4,-19,29,14611.6,0,1368.21
1157,1,2,5,1594.24,22669.5,4,30,41285.1,0,684.105
1158,1,3,5,1087.06,22873.3,7,32,42518.3,0,169.706
1159,1,3,5,931.933,22040.2,1,30,41457.9,0,891.964
1160,1,3,5,1973.85,22845,6,28,39861,0,1073.31
1161,1,2,5,3046,23914.4,6,27,39835.8,0,67.082
1162,1,4,5,3330.54,24110.2,5,26,39522.5,0,421.07
1163,1,2,5,4964.07,25667.1,3,22,39186.9,0,371.079
1164,1,2,5,3094.8,23643.9,2,25,37799.1,0,1597.06
1165,1,4,5,5307.63,25905.9,5,19,38056.9,0,458.912
1166,1,3,5,1166.92,19856.3,0,23,41016,0,678.823
1167,1,3,5,926.121,20138.1,3,24,41186.1,0,874.643
1168,1,3,5,1529.71,18879.8,1,16,41584.3,0,90
1169,1,2,5,948.683,21953.4,7,28,40456.7,0,1499.4
1170,1,4,5,882.326,21124.4,2,25,37815.3,0,957.183
1171,1,4,5,150,20801.4,-2,24,39849.3,0,764.853
1172,1,2,5,2328.63,23097.7,-1,24,36262.2,0,1591.13
1173,1,3,5,1835.65,22474,0,25,37226.2,0,1442.5
1174,1,3,5,2432.96,22728.7,-1,26,38337.9,0,603.738
1175,1,3,2,127.279,17069.1,3,8,39950.7,0,1100.23
1176,1,4,2,1148.26,17819.9,1,13,38991,0,1564.61
1177,1,3,2,540.833,17599.7,1,8,40859.6,0,1140.39
1178,1,4,2,848.528,17886.3,0,15,38397.5,0,1622.5
1179,1,3,2,67.082,18826.5,1,18,38399.6,0,1336.6
1180,1,3,2,729.932,18017.3,0,16,37686.6,0,1127.3
1181,1,4,5,778.845,20563.6,6,23,34684.2,0,67.082
1182,1,3,5,442.945,21185.4,1,24,36598.5,0,1555.96
1183,1,3,5,375.899,19785.7,6,21,34686.1,0,676.831
1184,1,3,5,510,21366.8,7,25,33222.6,0,997.246
1185,1,2,5,1556.53,22252,9,25,34138.4,0,1482.19
1186,1,2,5,550.727,21155,8,25,33259.8,0,1090.37
1187,1,2,5,375.899,16063,1,11,37123,0,94.8683
1188,1,4,2,986.813,16636.8,1,11,37584.4,0,339.411
1189,1,4,5,740.945,16426.4,-1,13,36715.6,0,466.69
1190,1,1,2,4141.74,10261.2,8,70,189.737,0,60
1191,1,1,2,5219.05,8360.75,7,67,1755.7,0,123.693
1192,1,2,2,5288.94,9860.69,7,75,774.209,0,152.971
1193,1,4,3,1890,9666.71,5,64,1872.78,0,1051.71
1194,1,4,3,1608.01,10221.3,3,64,2397.75,0,648.999
1195,1,3,3,1772.29,8982.83,4,63,1631.35,0,551.543
1196,1,2,1,450,9796.78,0,64,3071.89,0,1848.35
1197,1,4,1,597.746,8483.8,-1,66,3087.09,0,2142.64
1198,1,4,1,400.25,10217,-2,66,3935.61,0,2370.76
1199,1,4,1,684.763,10211.3,-2,68,4476.44,0,3139.84
1200,1,4,1,161.555,10652.1,-2,71,5263.35,0,3702.66
1201,1,4,1,342.053,10023.1,-2,71,4887.88,0,3491.62
1202,1,2,2,4828.88,8742.93,8,75,108.167,0,150
1203,1,4,2,3238.05,9146.9,7,67,1523.22,0,582.495
1204,1,2,2,5866.9,9410.3,7,79,1306.98,0,84.8528
1205,1,2,2,3027.03,9920.75,8,67,1531.18,0,0
1206,1,2,2,3444.78,10522.5,7,69,1040.1,0,30
1207,1,2,2,2206.58,10440.2,10,65,2063.9,0,308.869
1208,1,4,1,534.135,12330.9,1,66,5083.83,0,1266.06
1209,1,3,1,432.666,11473.4,1,64,4052.22,0,573.149
1210,1,3,1,450,11343.5,0,65,3969.19,0,912.414
1211,1,3,1,1027.03,11138.9,-2,68,4929.14,0,2470.95
1212,1,4,1,474.342,11917.1,-3,75,6755.33,0,2351.7
1213,1,4,1,1233.29,11738.6,-1,69,5816.06,0,2885
1214,1,2,5,8400,18733.3,8,35,23041.8,0,1176.14
1215,1,4,5,8250.22,18497.9,8,33,23007.3,0,1027.03
1216,1,3,1,2379.29,13482.6,6,70,6981.3,0,1765.67
1217,1,4,1,1860.24,13462.8,5,68,6484.03,0,1785.19
1218,1,1,2,308.869,6875.17,33,-161,43991.5,2,952.943
1219,1,1,2,1006.23,7666.51,34,-165,44329.2,1,1647.54
1220,1,1,2,1303.88,7363.76,35,-166,44464.4,2,1604.65
1221,1,1,2,1405.84,7384.88,36,-170,44810.2,2,1629.97
1222,1,1,2,4747.68,4333.83,39,-157,45288.5,1,1838.1
1223,1,1,2,6589.76,2938.32,39,-142,46155,3,2381.37
1224,1,4,2,8354.56,3254,61,-122,47634,5,870.517
1225,1,4,2,8560.52,3102.21,62,-119,47543.3,3,1080.42
1226,1,2,3,9460.71,17347.4,28,-151,36468,15,2131.9
1227,1,4,3,9180,16919.8,27,-153,36954.1,15,2347.87
1228,1,4,3,10323.5,18053,28,-153,35880.8,6,1288.6
1229,1,2,3,10609.7,19141.5,31,-147,35052,5,660
1230,1,2,3,10919.8,18045.2,33,-118,31680.1,10,366.197
1231,1,4,4,4987.04,16497.5,-6,-146,19668,24,30
1232,1,3,5,3600.12,17956.9,-17,-172,17232,6,180
1233,1,1,2,3664.67,7993.58,39,-133,46503.9,3,2082.14
1234,1,4,2,3099.31,8454.68,35,-138,46044,6,2455.24
1235,1,1,2,3313.2,7801.04,50,-152,46873.7,4,904.489
1236,1,2,2,1114.85,9202.23,10,-174,45091.2,16,618.466
1237,1,2,2,1113.24,10043,3,-159,44737.4,0,1527.65
1238,1,2,2,2135.91,9228.35,23,-148,45318,8,2053.41
1239,1,1,2,2135.91,11748.7,16,-142,41501.4,15,2676.06
1240,1,4,2,301.496,10482.4,-17,-161,44040.6,3,1838.83
1241,1,1,2,912.414,11684.3,3,-149,42685.6,4,3111.33
1242,1,1,2,3339.58,12882.7,29,-150,40854.1,16,1080.42
1243,1,1,2,2443.11,11752.2,15,-162,41898,21,573.149
1244,1,2,3,4011.03,12869.4,34,-143,40038.1,32,1782.16
1245,1,2,3,4964.52,13999,46,-145,39378,74,1920.23
1246,1,2,3,5344.13,13686.1,46,-140,38886,57,1348.33
1247,1,2,3,5931.89,14444.6,53,-143,38478.5,30,1500
1248,1,2,3,12092.7,18375,33,-138,33568.5,1,360
1249,1,3,3,11748.1,18347.4,33,-139,33846.1,1,241.868
1250,1,3,3,11542.8,18924.4,30,-145,34302,2,108.167
1251,1,4,3,12543.5,15054.2,21,-93,28062.1,4,349.857
1252,1,2,3,11734.6,16764.1,25,-106,29370.1,3,152.971
1253,1,1,3,13521.6,15361.3,28,-99,29143.6,5,108.167
1254,1,4,4,7125.93,14188,7,-135,18648,4,0
1255,1,3,4,6780.6,14903.8,-2,-130,19854.1,9,84.8528
1256,1,4,4,4796.44,16540.1,-5,-150,19164.1,26,0
1257,1,3,5,4470,17132.9,-16,-168,16728.1,3,421.07
1258,1,2,5,6060.3,15680,-13,-163,15822.1,2,636.396
1259,1,3,4,6485.69,14920.6,-4,-155,16458,12,30
1260,1,1,3,6300.36,8264.61,47,-121,40779.9,19,865.852
1261,1,1,3,5011.44,7139.81,39,-132,42072.9,28,2374.74
1262,1,1,3,5602.86,7938.67,44,-126,41200.8,21,1447.79
1263,1,1,2,7768.2,6590.17,48,-118,42586.7,17,1266.06
1264,1,1,3,7707.37,7632.63,43,-117,41481.4,30,958.593
1265,1,1,2,8313.25,7103.48,47,-118,42230.6,16,690
1266,1,4,2,6402.38,6917.78,62,-116,44117.8,2,60
1267,1,4,2,7789.49,5697.95,63,-117,44488.9,6,792.023
1268,1,4,2,6333.06,7181.54,55,-116,43851.5,0,270
1269,1,4,2,4394.36,8113.21,52,-119,45111.1,0,1465.4
1270,1,4,2,4620.88,8573.6,33,-114,43789.9,19,1576.64
1271,1,4,2,5756.41,7609.9,39,-115,43859.4,25,553.173
1272,1,1,2,910.934,9143.75,-3,-124,43599.2,6,2567.59
1273,1,1,2,979.49,10558,-2,-140,43998,14,2955.27
1274,1,1,2,816.088,8726.34,-3,-120,43368.3,3,2155.41
1275,1,1,2,759.539,11194.9,-3,-144,42582.9,5,3364.82
1276,1,1,2,1994.49,10616.9,18,-129,41154.1,12,2843.84
1277,1,1,2,1806.24,11002.5,12,-136,41492.1,11,3246.94
1278,1,1,2,2541.69,11779.7,20,-142,41115.5,18,2564.25
1279,1,2,3,4133.58,11355.1,36,-122,39247.8,73,1170
1280,1,1,3,3317.14,10595.8,30,-121,39840.9,49,1637.68
1281,1,2,3,6468.11,13829.7,52,-133,37740,19,540.833
1282,1,2,3,7130.79,13450.8,59,-124,36822,2,740.945
1283,1,2,3,7057.85,12764,61,-117,36564,3,1204.87
1284,1,3,4,8469.2,12784.1,7,-130,17940,10,84.8528
1285,1,3,4,8235.97,12997.2,1,-141,16854.2,16,30
1286,1,3,4,9460.71,11822.6,6,-125,17802,17,0
1287,1,3,4,6876.35,14459.9,1,-151,16662.1,16,180
1288,1,4,4,8171.08,13108.1,-6,-148,16000.5,16,0
1289,1,3,4,7998.31,13390.9,-4,-148,16140,18,42.4264
1290,1,1,3,7352.45,7618.17,57,-113,38846.2,6,270
1291,1,1,3,8496.41,8037.54,59,-108,38556.8,7,1337.95
1292,1,1,3,6672.83,7417.34,53,-115,39013.5,11,0
1293,1,1,3,8939.45,8689.13,49,-113,40689.7,5,697.782
1294,1,1,3,8884.51,8844.71,57,-109,39032.5,15,1855.4
1295,1,1,3,9113.39,9020.18,51,-112,40351.4,8,1043.55
1296,1,1,2,6249.58,8912.63,35,-110,41391.4,6,607.454
1297,1,1,2,6505.3,8828.36,37,-112,41818.2,6,885.889
1298,1,1,2,6789.55,8890.38,38,-109,40602.1,8,301.496
1299,1,1,2,4921.46,7446.41,31,-106,41324.7,6,1908.01
1300,1,4,2,4734.02,8788.36,33,-113,43316.8,19,1757.75
1301,1,1,2,5190.35,7609.42,31,-106,41133.9,4,1671.41
1302,1,1,2,1580.92,7693.87,10,-100,40872.1,19,1682.41
1303,1,4,2,2430.19,7774.23,14,-96,40045.5,16,2315.25
1304,1,1,2,1749.29,8154.37,11,-103,40786.1,3,2146.63
1305,1,1,3,5151.36,9824.48,34,-98,37806.2,58,510.882
1306,1,3,3,5986.26,9866.31,37,-93,36882,36,730.548
1307,1,2,3,4685.57,8124.68,27,-78,37817.9,66,636.396
1308,1,3,3,10116.1,10137.7,-3,-110,18030.1,8,295.466
1309,1,4,4,11141.7,9250.95,5,-98,18726,2,169.706
1310,1,4,3,10174.7,9834.56,-6,-108,18018,1,637.809
1311,1,4,4,7742.67,9601.17,-5,-133,15660,19,30
1312,1,4,4,7056.89,10496.6,-5,-143,15108.7,20,60
1313,1,3,4,7734.01,9427.5,-4,-131,15618,18,30
1314,1,4,5,4905.8,11815.5,-18,-164,12894.1,10,874.643
1315,1,4,5,5800.25,12690,-19,-162,13579.5,10,1299.73
1316,1,4,4,6249.94,10685.4,-12,-150,14322.1,11,182.483
1317,1,1,2,7904.59,5976.03,45,-107,37335,1,1666.28
1318,1,1,2,8684.05,4551.51,25,-102,35981.3,2,2204.95
1319,1,1,2,8280.71,5185.84,43,-105,36603.3,4,2373.6
1320,1,1,3,8643.54,7063.2,59,-106,37684.6,6,1529.71
1321,1,1,3,10272.7,6119.19,56,-97,35811.3,18,1656.8
1322,1,1,3,9086.09,6078.83,52,-102,36673.3,21,1842.01
1323,1,1,3,9590.86,8800.28,60,-105,38518.2,14,1288.6
1324,1,1,3,8310.22,9091.24,54,-99,38329.4,6,984.073
1325,1,1,3,9902.23,8529.55,64,-101,37744,23,632.851
1326,1,1,2,7305.79,7637.34,28,-89,37792.5,9,590.931
1327,1,1,3,7537.23,8603.73,46,-101,38938.2,11,870
1328,1,1,2,5384.39,7106.71,19,-102,40347.5,0,1972.94
1329,1,3,4,9890.59,6747,11,-108,16668,21,254.558
1330,1,1,4,10398.6,8146.59,6,-104,17706.1,12,0
1331,1,2,4,9951.77,8241.32,3,-108,17358,19,30
1332,1,3,4,6453.84,9021.82,-8,-142,14250,11,60
1333,1,3,4,7071.67,8488.09,-6,-136,14700,17,180
1334,1,4,4,6228.52,7557.26,-3,-142,13320.1,6,270
1335,1,1,4,5814.89,8712.25,-6,-149,13476,20,60
1336,1,2,4,5130.79,9518.32,-8,-155,13020.1,24,0
1337,1,4,5,4410.1,10935.7,-18,-164,12486.1,10,394.588
1338,1,4,5,3423.81,10603.2,-17,-169,11461.4,10,924.175
1339,1,1,3,8336.82,7730.11,80,-73,34218.4,14,755.381
1340,1,1,3,10586.4,5984.76,54,-90,34834.6,15,1666.28
1341,1,1,3,9053.64,6847.63,72,-75,33930.5,25,976.729
1342,1,1,3,7352.02,8764.78,81,-70,34773.2,8,1200
1343,1,1,3,7172.07,7672.14,37,-74,35947.9,9,2072.39
1344,1,1,3,8120.25,8680.17,77,-78,35322.6,2,1176.14
1345,1,1,2,5006.5,5321.6,11,-68,36712.7,9,152.971
1346,1,1,2,7191.81,7428.92,31,-78,36426.3,3,1950.23
1347,1,1,2,6298.64,6656.49,18,-88,38214.6,8,1422.39
1348,1,1,3,10921,4073.16,11,-86,17070.1,1,0
1349,1,4,3,10675,3776.9,10,-93,16158,2,0
1350,1,4,4,11815.8,5050.35,11,-90,17394.1,10,0
1351,1,4,3,9900,5466.01,-3,-106,15960,6,436.807
1352,1,1,3,8573.76,4440.91,6,-116,14322.1,15,540.833
1353,1,4,3,9838.22,3784.52,1,-102,15372.3,1,582.495
1354,1,1,4,6000,7260.99,3,-146,12828.1,23,0
1355,1,1,3,7650.53,6415.86,3,-129,14238.2,5,331.361
1356,1,4,4,7380.55,6516.15,3,-131,14022.1,2,212.132
1357,1,3,4,4592.45,8017.19,1,-161,11448.1,30,0
1358,1,2,4,5082.77,7272.2,11,-157,11448.1,31,84.8528
1359,1,3,4,4290,8364.62,-2,-162,11301.1,26,42.4264
1360,1,3,3,8979.68,2700,13,-82,16242,4,152.971
1361,1,2,3,8936.68,1948.15,12,-93,14940,13,258.07
1362,1,3,3,9373.31,2438.13,10,-91,15558,7,161.555
1363,1,2,3,7707.2,2863.86,20,-113,13098,29,228.473
1364,1,2,3,7229.19,3354.77,26,-122,12654.2,33,212.132
1365,1,2,3,7523.96,1434.05,19,-102,13158,10,174.929
1366,1,2,3,4828.88,5021.13,30,-150,10326,15,192.094
1367,1,2,3,6100.63,4106.82,25,-135,11598.1,16,123.693
1368,1,2,3,5816.06,4356.93,25,-137,11328.1,12,84.8528
1369,1,2,3,4356.93,5639.12,30,-157,10008,23,394.588
1370,1,2,3,4602.53,5955.51,28,-158,10410,17,150
1371,1,3,5,2995.8,7950.17,-9,-179,8988.24,2,617.738
1372,1,4,5,3037.12,8279.57,-9,-179,9090.05,2,994.083
1373,1,4,3,7725.86,976.729,17,-91,14490,2,426.38
1374,1,1,3,7561.55,658.635,20,-94,14106.1,1,305.941
1375,1,4,3,7666.16,774.209,19,-93,14280.1,1,429.535
1376,1,4,3,6630.07,859.069,24,-103,12678.1,3,30
1377,1,2,3,5760.08,2278.82,20,-116,11412.2,14,60
1378,1,2,3,6067.57,2630.78,23,-122,11634,20,30
1379,1,2,3,3818.38,4345.34,26,-138,9426.02,15,108.167
1380,1,2,3,5083.56,2950.54,22,-124,10734,4,67.082
1381,1,3,3,4672.69,4747.68,29,-149,9876.02,8,523.927
1382,1,2,3,3646.94,5824.95,26,-161,9024.02,29,94.8683
1383,1,3,3,2367.72,6784.58,8,-169,7362.3,17,308.869
1384,1,3,3,3784.4,5640.72,26,-159,9075.33,22,84.8528
1385,1,2,5,1660.87,8092.27,-12,-193,7458,1,362.491
1386,1,2,5,1411.28,7922.78,-7,-190,6786.17,4,339.411
1387,1,2,3,4448.2,3739.91,5,-80,13470,10,67.082
1388,1,1,3,6641.46,1410,10,-74,15505.7,10,192.094
1389,1,2,3,5318.47,2444.77,13,-81,14088.2,3,212.132
1390,1,2,3,3674.48,3334.86,13,-97,11664.1,15,150
1391,1,4,3,4172.59,3314.83,13,-90,12600,3,84.8528
1392,1,1,3,4965.61,2403.37,16,-91,12996.2,23,90
1393,1,4,3,3930,3505.38,14,-112,10290.7,3,540.833
1394,1,4,3,3319.58,3862.08,13,-107,10410,3,465.725
1395,1,2,3,2850,4179.05,13,-103,10596.2,15,342.053
1396,1,2,3,2654.45,5232.48,27,-141,8298.08,9,30
1397,1,2,3,2618.43,5456.78,31,-133,8070.22,11,323.11
1398,1,2,3,2797.09,5446.63,18,-150,8346.31,25,60
1399,1,4,5,1860.24,7712.98,-10,-178,6468.04,8,0
1400,1,2,3,1961.05,6345.41,10,-155,7434.01,21,540.833
1401,1,4,5,416.773,7513.49,-14,-150,6042,6,1448.1
1402,1,3,3,4185.51,6121.18,-10,-73,12570.1,12,480.937
1403,1,3,3,3828.97,4689.32,0,-79,12819.2,2,400.25
1404,1,3,3,4016.98,5068.85,-3,-76,12882,16,241.868
1405,1,3,3,3443.08,4414.18,3,-86,12423.6,6,60
1406,1,2,3,2232.94,5869.74,-4,-87,11244.1,23,366.197
1407,1,4,3,1506.59,6151.83,-8,-91,10530.4,6,313.209
1408,1,2,3,2100.21,4927.04,9,-103,9954.26,15,0
1409,1,2,3,1350,6015.73,10,-113,8526.02,14,417.852
1410,1,2,3,1710,5294.38,9,-101,10061.8,20,60
1411,1,2,3,1980,6001.87,24,-128,7734.01,32,241.868
1412,1,3,3,1244.55,7108.99,10,-139,6480.28,14,453.982
1413,1,2,3,1783.93,5693.68,17,-120,8322.17,11,0
1414,1,3,3,737.902,7721.61,-2,-138,5898.11,6,499.299
1415,1,4,5,607.454,7351.53,-14,-147,6174.03,3,1221.56
